category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
KEGG	hsa05166	10	210	9606	CCNA1,CDK4,CCNE1,CDK2,RB1,E2F1,CDKN1A,CDKN2A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK2,RB1,E2F1,CDKN1A,CDKN2A,CCNE2,CCNA2	4.55e-09	1.45e-07	Human T-cell leukemia virus 1 infection
KEGG	hsa03410	6	33	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	4.32e-09	1.45e-07	Base excision repair
RCTM	HSA-5656169	6	32	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	3.66e-09	1.47e-07	Termination of translesion DNA synthesis
Keyword	KW-0234	12	325	9606	RBX1,MAD2L2,POLD3,CDK2,TICRR,MCM9,POLE,REV3L,RPA4,MCM8,MCMDC2,POLD2	RBX1,MAD2L2,POLD3,CDK2,TICRR,MCM9,POLE,REV3L,RPA4,MCM8,MCMDC2,POLD2	1.83e-09	1.54e-07	DNA repair
WikiPathways	WP4658	8	95	9606	CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CCNE2	CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CCNE2	2.65e-09	1.73e-07	Small cell lung cancer
Process	GO:0051054	12	304	9606	MAD2L2,GINS2,GINS1,DBF4,CDK2,GINS4,CDT1,CDK1,CDC7,GINS3,POLG2,PRIM2	MAD2L2,GINS2,GINS1,DBF4,CDK2,GINS4,CDT1,CDK1,CDC7,GINS3,POLG2,PRIM2	8.83e-10	1.75e-07	Positive regulation of DNA metabolic process
WikiPathways	WP4752	6	31	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	3.09e-09	1.86e-07	Base excision repair
Process	GO:0019985	6	25	9606	POLE2,MAD2L2,POLD3,REV3L,DTL,POLD2	POLE2,MAD2L2,POLD3,REV3L,DTL,POLD2	9.95e-10	1.95e-07	Translesion synthesis
RCTM	HSA-6782210	7	64	9606	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	5.15e-09	1.96e-07	Gap-filling DNA repair synthesis and ligation in TC-NER
Process	GO:0044818	7	50	9606	CDC6,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	CDC6,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	1.06e-09	2.05e-07	Mitotic G2/M transition checkpoint
Process	GO:0007093	9	127	9606	CDC6,MAD2L2,CDK2,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	CDC6,MAD2L2,CDK2,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	1.06e-09	2.05e-07	Mitotic cell cycle checkpoint signaling
RCTM	HSA-6782135	7	65	9606	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	5.69e-09	2.13e-07	Dual incision in TC-NER
RCTM	HSA-2262752	16	747	9606	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CUL2,CDKN2A,CCNE2,ELOC,CCNA2	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,CDKN1A,CUL2,CDKN2A,CCNE2,ELOC,CCNA2	5.87e-09	2.16e-07	Cellular responses to stress
Process	GO:0044774	8	85	9606	CDC6,CDK2,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	CDC6,CDK2,TICRR,DONSON,DTL,ORC1,CDK1,CDKN1A	1.17e-09	2.21e-07	Mitotic DNA integrity checkpoint signaling
RCTM	HSA-69615	7	66	9606	CCNA1,CCNE1,CDK2,CDC25A,CDKN1A,CCNE2,CCNA2	CCNA1,CCNE1,CDK2,CDC25A,CDKN1A,CCNE2,CCNA2	6.27e-09	2.27e-07	G1/S DNA Damage Checkpoints
Function	GO:1901363	46	5977	9606	CDC6,MCM5,POLE2,ORC6,CHRAC1,ORC2,ORC3,CDK4,MCM4,ELOB,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,ORC5,CDT1,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDC7,POLG,MCMDC2,MCM10,CDKN2A,POLE4,ORC4,POLG2,ELOC,POLD2,MCM3,PRIM2,MCM8-2	CDC6,MCM5,POLE2,ORC6,CHRAC1,ORC2,ORC3,CDK4,MCM4,ELOB,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,ORC5,CDT1,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDC7,POLG,MCMDC2,MCM10,CDKN2A,POLE4,ORC4,POLG2,ELOC,POLD2,MCM3,PRIM2,MCM8-2	6e-10	2.28e-07	Heterocyclic compound binding
HPO	HP:0006660	6	17	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.39e-10	2.43e-07	Aplastic clavicle
Process	GO:0042276	5	10	9606	POLE2,MAD2L2,POLD3,REV3L,POLD2	POLE2,MAD2L2,POLD3,REV3L,POLD2	1.31e-09	2.44e-07	Error-prone translesion synthesis
Function	GO:0016538	7	48	9606	CCNA1,CDK4,CCNE1,CDKN1A,CDKN2A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDKN1A,CDKN2A,CCNE2,CCNA2	8.21e-10	2.89e-07	Cyclin-dependent protein serine/threonine kinase regulator activity
WikiPathways	WP4352	10	214	9606	MCM5,MCM4,MCM6,MCM2,RB1,MCM7,MCM9,MCM10,MCM3,MCM8-2	MCM5,MCM4,MCM6,MCM2,RB1,MCM7,MCM9,MCM10,MCM3,MCM8-2	5.41e-09	3.02e-07	Ciliary landscape
Function	GO:0097159	46	6050	9606	CDC6,MCM5,POLE2,ORC6,CHRAC1,ORC2,ORC3,CDK4,MCM4,ELOB,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,ORC5,CDT1,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDC7,POLG,MCMDC2,MCM10,CDKN2A,POLE4,ORC4,POLG2,ELOC,POLD2,MCM3,PRIM2,MCM8-2	CDC6,MCM5,POLE2,ORC6,CHRAC1,ORC2,ORC3,CDK4,MCM4,ELOB,MCM6,MCM2,POLA2,DBF4,CDK6,CDK2,RB1,ORC5,CDT1,MCM7,MCM9,POLE,E2F1,PRIM1,REV3L,WDHD1,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDC7,POLG,MCMDC2,MCM10,CDKN2A,POLE4,ORC4,POLG2,ELOC,POLD2,MCM3,PRIM2,MCM8-2	9.31e-10	3.06e-07	Organic cyclic compound binding
RCTM	HSA-69200	4	4	9606	CCNE1,CDK2,RB1,CCNE2	CCNE1,CDK2,RB1,CCNE2	9.41e-09	3.23e-07	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
RCTM	HSA-68616	6	38	9606	ORC6,ORC2,ORC3,ORC5,ORC1,ORC4	ORC6,ORC2,ORC3,ORC5,ORC1,ORC4	9.21e-09	3.23e-07	Assembly of the ORC complex at the origin of replication
Process	GO:0042770	9	135	9606	MAD2L2,CDK2,TICRR,DONSON,E2F1,DTL,RPA4,CDK1,CDKN1A	MAD2L2,CDK2,TICRR,DONSON,E2F1,DTL,RPA4,CDK1,CDKN1A	1.76e-09	3.24e-07	Signal transduction in response to DNA damage
WikiPathways	WP1545	5	15	9606	CCNE1,CDK6,CDC25A,E2F1,CDKN1A	CCNE1,CDK6,CDC25A,E2F1,CDKN1A	6.65e-09	3.46e-07	miRNAs involved in DNA damage response
Component	GO:0000811	4	4	9606	GINS2,GINS1,GINS4,GINS3	GINS2,GINS1,GINS4,GINS3	9.41e-09	5.07e-07	GINS complex
Component	GO:0016035	4	4	9606	MAD2L2,POLD3,REV3L,POLD2	MAD2L2,POLD3,REV3L,POLD2	9.41e-09	5.07e-07	Zeta DNA polymerase complex
RCTM	HSA-68911	4	5	9606	CCNA1,CDK2,E2F1,CCNA2	CCNA1,CDK2,E2F1,CCNA2	1.69e-08	5.67e-07	G2 Phase
COMPARTMENTS	GOCC:0016035	4	4	9606	MAD2L2,POLD3,REV3L,POLD2	MAD2L2,POLD3,REV3L,POLD2	9.41e-09	5.7e-07	Zeta DNA polymerase complex
Keyword	KW-0239	5	16	9606	CHRAC1,POLE,REV3L,POLA1,POLG	CHRAC1,POLE,REV3L,POLA1,POLG	8.71e-09	6.5e-07	DNA-directed DNA polymerase
Process	GO:1900264	5	13	9606	GINS2,GINS1,GINS4,GINS3,POLG2	GINS2,GINS1,GINS4,GINS3,POLG2	3.7e-09	6.74e-07	Positive regulation of DNA-directed DNA polymerase activity
WikiPathways	WP4946	8	120	9606	RBX1,POLE2,POLD3,POLE,REV3L,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,REV3L,POLE3,POLE4,POLD2	1.49e-08	6.97e-07	DNA repair pathways, full network
WikiPathways	WP5114	7	75	9606	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	RBX1,POLE2,POLD3,POLE,POLE3,POLE4,POLD2	1.43e-08	6.97e-07	Nucleotide excision repair in xeroderma pigmentosum 
RCTM	HSA-2559582	7	81	9606	CCNA1,CDK4,CDK6,CDK2,CDKN1A,CDKN2A,CCNA2	CCNA1,CDK4,CDK6,CDK2,CDKN1A,CDKN2A,CCNA2	2.34e-08	7.65e-07	Senescence-Associated Secretory Phenotype (SASP)
HPO	HP:0000064	6	22	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	5.13e-10	7.83e-07	Hypoplastic labia minora
HPO	HP:0000039	6	23	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	6.46e-10	8.75e-07	Epispadias
Process	GO:0000077	8	105	9606	CDK2,TICRR,DONSON,E2F1,DTL,RPA4,CDK1,CDKN1A	CDK2,TICRR,DONSON,E2F1,DTL,RPA4,CDK1,CDKN1A	5.55e-09	9.67e-07	DNA damage checkpoint signaling
HPO	HP:0000060	6	24	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	8.05e-10	9.82e-07	Clitoral hypoplasia
Keyword	KW-0007	32	3362	9606	MCM5,RBX1,CHRAC1,GMNN,GINS2,CDK4,MCM4,ELOB,POLD3,MCM6,MCM2,CDK6,CDK2,RB1,SKP2,GINS4,MCM7,E2F1,PRIM1,WDHD1,DTL,ORC1,POLE3,POLA1,CDK1,CDKN1A,CUL2,CDKN2A,POLE4,POLD2,MCM3,CCNA2	MCM5,RBX1,CHRAC1,GMNN,GINS2,CDK4,MCM4,ELOB,POLD3,MCM6,MCM2,CDK6,CDK2,RB1,SKP2,GINS4,MCM7,E2F1,PRIM1,WDHD1,DTL,ORC1,POLE3,POLA1,CDK1,CDKN1A,CUL2,CDKN2A,POLE4,POLD2,MCM3,CCNA2	1.74e-08	1.17e-06	Acetylation
Process	GO:0019219	36	4074	9606	CDC6,MCM5,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,ORC3,CDK4,MCM4,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,GINS4,ORC5,CDT1,DONSON,MCM7,E2F1,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,POLG2,ELOC,MCM3,CCNA2,PRIM2	CDC6,MCM5,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,ORC3,CDK4,MCM4,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,GINS4,ORC5,CDT1,DONSON,MCM7,E2F1,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,POLG2,ELOC,MCM3,CCNA2,PRIM2	8.13e-09	1.37e-06	Regulation of nucleobase-containing compound metabolic process
Process	GO:0000079	8	111	9606	CDC6,CCNA1,CCNE1,CDC25A,CDKN1A,CDKN2A,CCNE2,CCNA2	CDC6,CCNA1,CCNE1,CDC25A,CDKN1A,CDKN2A,CCNE2,CCNA2	8.37e-09	1.4e-06	Regulation of cyclin-dependent protein serine/threonine kinase activity
SMART	SM00382	9	135	9606	CDC6,MCM4,MCM7,MCM9,ORC1,MCM8,ORC4,MCM3,MCM8-2	CDC6,MCM4,MCM7,MCM9,ORC1,MCM8,ORC4,MCM3,MCM8-2	1.76e-09	1.44e-06	ATPases associated with a variety of cellular activities
COMPARTMENTS	GOCC:0031431	4	6	9606	DBF4,TICRR,CDT1,CDC7	DBF4,TICRR,CDT1,CDC7	2.81e-08	1.66e-06	Dbf4-dependent protein kinase complex
Process	GO:0051171	43	5734	9606	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,DTL,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,DTL,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	1.15e-08	1.88e-06	Regulation of nitrogen compound metabolic process
RCTM	HSA-69273	5	25	9606	CCNA1,CDK2,CDC25A,CDK1,CCNA2	CCNA1,CDK2,CDC25A,CDK1,CCNA2	5.95e-08	1.89e-06	Cyclin A/B1/B2 associated events during G2/M transition
Process	GO:0051338	17	912	9606	CDC6,MAD2L2,GINS2,CCNA1,GINS1,CCNE1,DBF4,RB1,GINS4,CDC25A,CDKN1A,GINS3,CDKN2A,CCNE2,POLG2,CCNA2,PRIM2	CDC6,MAD2L2,GINS2,CCNA1,GINS1,CCNE1,DBF4,RB1,GINS4,CDC25A,CDKN1A,GINS3,CDKN2A,CCNE2,POLG2,CCNA2,PRIM2	1.37e-08	2.21e-06	Regulation of transferase activity
WikiPathways	WP4860	4	8	9606	RBX1,ELOB,CUL2,ELOC	RBX1,ELOB,CUL2,ELOC	6.59e-08	2.86e-06	Hijack of ubiquitination by SARS-CoV-2
KEGG	hsa05161	8	158	9606	CCNA1,CCNE1,CDK2,RB1,E2F1,CDKN1A,CCNE2,CCNA2	CCNA1,CCNE1,CDK2,RB1,E2F1,CDKN1A,CCNE2,CCNA2	1.13e-07	2.92e-06	Hepatitis B
Keyword	KW-0347	8	141	9606	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,MCM8,MCM3	MCM5,MCM4,MCM6,MCM2,MCM7,MCM9,MCM8,MCM3	4.89e-08	2.99e-06	Helicase
Process	GO:0051716	45	6357	9606	CDC6,MCM5,RBX1,POLE2,MAD2L2,GINS2,CDK4,MCM4,CCNE1,POLD3,MCM6,MCM2,CDK6,CDK2,RB1,TICRR,GINS4,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,MCMDC2,CUL2,MCM10,CDKN2A,POLG2,POLD2,MCM3,CCNA2	CDC6,MCM5,RBX1,POLE2,MAD2L2,GINS2,CDK4,MCM4,CCNE1,POLD3,MCM6,MCM2,CDK6,CDK2,RB1,TICRR,GINS4,CDT1,CDC25A,DONSON,MCM7,MCM9,POLE,E2F1,REV3L,WDHD1,DTL,ORC1,RPA4,POLE3,MCM8,POLA1,CDK1,CRCP,CDKN1A,CDC7,POLG,MCMDC2,CUL2,MCM10,CDKN2A,POLG2,POLD2,MCM3,CCNA2	2.22e-08	3.55e-06	Cellular response to stimulus
Process	GO:0090068	10	251	9606	CDC6,CDK4,DBF4,RB1,CDT1,CDC25A,RRM2,DTL,CDK1,CDC7	CDC6,CDK4,DBF4,RB1,CDT1,CDC25A,RRM2,DTL,CDK1,CDC7	2.32e-08	3.68e-06	Positive regulation of cell cycle process
TISSUES	BTO:0001271	19	1067	9606	MCM5,MCM4,CCNE1,MCM6,MCM2,CDK6,CDK2,RB1,SKP2,CDT1,CDC25A,MCM7,E2F1,RRM2,CDK1,CDC7,CCNE2,MCM3,CCNA2	MCM5,MCM4,CCNE1,MCM6,MCM2,CDK6,CDK2,RB1,SKP2,CDT1,CDC25A,MCM7,E2F1,RRM2,CDK1,CDC7,CCNE2,MCM3,CCNA2	3.28e-09	3.98e-06	Leukemia cell
WikiPathways	WP5121	5	28	9606	CDK4,CDK2,RB1,E2F1,CDKN1A	CDK4,CDK2,RB1,E2F1,CDKN1A	9.84e-08	4.04e-06	Sphingolipid metabolism in senescence
NetworkNeighborAL	CL:6927	4	5	9606	CDK4,CCNE1,CDK2,CCNE2	CDK4,CCNE1,CDK2,CCNE2	1.69e-08	4.3e-06	Cyclin E1-CDK2 complex, and Omphalocele
NetworkNeighborAL	CL:3837	4	5	9606	RBX1,ELOB,LRR1,CUL2	RBX1,ELOB,LRR1,CUL2	1.69e-08	4.3e-06	VCB complex, and VHL beta domain
TISSUES	BTO:0000580	20	1234	9606	MCM5,MCM4,CCNE1,MCM6,MCM2,CDK6,CDK2,RB1,SKP2,LRR1,CDT1,CDC25A,MCM7,E2F1,RRM2,CDK1,CDC7,CCNE2,MCM3,CCNA2	MCM5,MCM4,CCNE1,MCM6,MCM2,CDK6,CDK2,RB1,SKP2,LRR1,CDT1,CDC25A,MCM7,E2F1,RRM2,CDK1,CDC7,CCNE2,MCM3,CCNA2	5.57e-09	4.5e-06	Blood cancer cell
Process	GO:0080090	43	5899	9606	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,DTL,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,DTL,POLE3,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	2.89e-08	4.54e-06	Regulation of primary metabolic process
RCTM	HSA-212436	18	1215	9606	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,RRM2,CDK1,CDKN1A,CDC7,CDKN2A,CCNE2,ELOC,CCNA2	RBX1,CCNA1,CDK4,ELOB,CCNE1,CDK6,CDK2,RB1,SKP2,E2F1,RRM2,CDK1,CDKN1A,CDC7,CDKN2A,CCNE2,ELOC,CCNA2	1.48e-07	4.63e-06	Generic Transcription Pathway
RCTM	HSA-69563	6	64	9606	CCNA1,CCNE1,CDK2,CDKN1A,CCNE2,CCNA2	CCNA1,CCNE1,CDK2,CDKN1A,CCNE2,CCNA2	1.59e-07	4.92e-06	p53-Dependent G1 DNA Damage Response
WikiPathways	WP3998	6	62	9606	CDC6,CDK4,CDK6,RB1,E2F1,CDKN2A	CDC6,CDK4,CDK6,RB1,E2F1,CDKN2A	1.34e-07	5.22e-06	Prader-Willi and Angelman syndrome
KEGG	hsa05165	10	324	9606	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CCNE2,CCNA2	CCNA1,CDK4,CCNE1,CDK6,CDK2,RB1,E2F1,CDKN1A,CCNE2,CCNA2	2.33e-07	5.34e-06	Human papillomavirus infection
KEGG	hsa05223	6	68	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	2.23e-07	5.34e-06	Non-small cell lung cancer
RCTM	HSA-5685942	6	66	9606	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	POLE2,POLD3,POLE,POLE3,POLE4,POLD2	1.89e-07	5.6e-06	HDR through Homologous Recombination (HRR)
KEGG	hsa05218	6	72	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	3.05e-07	5.94e-06	Melanoma
KEGG	hsa05212	6	71	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	2.83e-07	5.94e-06	Pancreatic cancer
KEGG	hsa05214	6	71	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	2.83e-07	5.94e-06	Glioma
RCTM	HSA-2559585	5	33	9606	CDK4,CDK6,RB1,E2F1,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN2A	2.05e-07	6.01e-06	Oncogene Induced Senescence
HPO	HP:0000059	6	36	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	6.88e-09	6.46e-06	Hypoplastic labia majora
KEGG	hsa05220	6	75	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	3.83e-07	6.77e-06	Chronic myeloid leukemia
Process	GO:0006269	4	7	9606	POLA2,PRIM1,POLA1,PRIM2	POLA2,PRIM1,POLA1,PRIM2	4.4e-08	6.84e-06	DNA replication, synthesis of RNA primer
HPO	HP:0010311	7	69	9606	CDC6,ORC6,GMNN,CDT1,REV3L,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,REV3L,ORC1,ORC4	8.35e-09	6.95e-06	Aplasia/Hypoplasia of the breasts
HPO	HP:0000172	9	162	9606	CDC6,ORC6,GMNN,MAD2L2,CDT1,REV3L,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,MAD2L2,CDT1,REV3L,ORC1,POLA1,ORC4	7.97e-09	6.95e-06	Abnormal uvula morphology
HPO	HP:0008551	8	113	9606	CDC6,ORC6,GMNN,CDT1,POLE,ORC1,POLA1,ORC4	CDC6,ORC6,GMNN,CDT1,POLE,ORC1,POLA1,ORC4	9.55e-09	6.98e-06	Microtia
Process	GO:0060255	44	6249	9606	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,DTL,POLE3,POLA1,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	CDC6,MCM5,RBX1,CHRAC1,GMNN,ORC2,MAD2L2,GINS2,CCNA1,ORC3,CDK4,MCM4,ELOB,GINS1,CCNE1,MCM6,MCM2,DBF4,CDK6,CDK2,RB1,TICRR,SKP2,GINS4,ORC5,CDT1,CDC25A,DONSON,MCM7,E2F1,DTL,POLE3,POLA1,CDK1,CDKN1A,CDC7,GINS3,CDKN2A,CCNE2,POLG2,ELOC,MCM3,CCNA2,PRIM2	4.87e-08	7.49e-06	Regulation of macromolecule metabolic process
WikiPathways	WP4241	5	33	9606	RBX1,ELOB,CDKN1A,CUL2,ELOC	RBX1,ELOB,CDKN1A,CUL2,ELOC	2.05e-07	7.63e-06	Type 2 papillary renal cell carcinoma
WikiPathways	WP4685	6	68	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	2.23e-07	7.9e-06	Melanoma
HPO	HP:0003042	7	73	9606	CDC6,ORC6,GMNN,CDT1,DONSON,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,DONSON,ORC1,ORC4	1.2e-08	8.13e-06	Elbow dislocation
KEGG	hsa05219	5	40	9606	CDK4,RB1,E2F1,CDKN1A,CDKN2A	CDK4,RB1,E2F1,CDKN1A,CDKN2A	4.9e-07	8.24e-06	Bladder cancer
InterPro	IPR036224	4	4	9606	GINS2,GINS1,GINS4,GINS3	GINS2,GINS1,GINS4,GINS3	9.41e-09	8.45e-06	GINS, helical bundle-like domain superfamily
RCTM	HSA-174430	4	13	9606	POLA2,PRIM1,POLA1,PRIM2	POLA2,PRIM1,POLA1,PRIM2	3.13e-07	8.82e-06	Telomere C-strand synthesis initiation
RCTM	HSA-69017	6	72	9606	CDC6,CCNA1,CCNE1,CDK2,CCNE2,CCNA2	CDC6,CCNA1,CCNE1,CDK2,CCNE2,CCNA2	3.05e-07	8.82e-06	CDK-mediated phosphorylation and removal of Cdc6
Process	GO:0048146	6	54	9606	CDC6,CDK4,CDK6,E2F1,CDKN1A,CCNA2	CDC6,CDK4,CDK6,E2F1,CDKN1A,CCNA2	6.25e-08	9.52e-06	Positive regulation of fibroblast proliferation
HPO	HP:0000413	6	42	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	1.58e-08	1.02e-05	Atresia of the external auditory canal
WikiPathways	WP4674	6	72	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	3.05e-07	1.04e-05	Head and neck squamous cell carcinoma
WikiPathways	WP4255	6	72	9606	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	CDK4,CDK6,RB1,E2F1,CDKN1A,CDKN2A	3.05e-07	1.04e-05	Non-small cell lung cancer
Keyword	KW-0242	8	170	9606	CDC6,MCM5,ORC6,GMNN,CDT1,DONSON,ORC1,ORC4	CDC6,MCM5,ORC6,GMNN,CDT1,DONSON,ORC1,ORC4	1.93e-07	1.08e-05	Dwarfism
HPO	HP:0012881	6	45	9606	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	CDC6,ORC6,GMNN,CDT1,ORC1,ORC4	2.3e-08	1.34e-05	Abnormal labia majora morphology
Keyword	KW-0548	6	70	9606	CHRAC1,POLE,PRIM1,REV3L,POLA1,POLG	CHRAC1,POLE,PRIM1,REV3L,POLA1,POLG	2.61e-07	1.35e-05	Nucleotidyltransferase
WikiPathways	WP2828	5	39	9606	CDK4,RB1,E2F1,CDKN1A,CDKN2A	CDK4,RB1,E2F1,CDKN1A,CDKN2A	4.37e-07	1.36e-05	Bladder cancer
WikiPathways	WP2516	5	40	9606	CCNE1,CDK2,CDC25A,CDK1,CDKN1A	CCNE1,CDK2,CDC25A,CDK1,CDKN1A	4.9e-07	1.47e-05	ATM signaling pathway
